Nombre,Precio,Imagen
Kit Regadera Cuadrada Ducha Acero Inoxidable 20 X 20 Cm Mas Tubo  ,33.900,https://http2.mlstatic.com/D_Q_NP_670685-MLA53523392345_012023-W.jpg
